FIPS_Code,State,Area_Name,Median_Household_Income_2022
51069,VA,"Frederick County, VA",97091
51071,VA,"Giles County, VA",62716
51073,VA,"Gloucester County, VA",76960
51075,VA,"Goochland County, VA",113617
51077,VA,"Grayson County, VA",45414
51079,VA,"Greene County, VA",82772
51081,VA,"Greensville County, VA",47596
51083,VA,"Halifax County, VA",50578
51085,VA,"Hanover County, VA",103639
51087,VA,"Henrico County, VA",82187
51089,VA,"Henry County, VA",49370
51091,VA,"Highland County, VA",54470
51093,VA,"Isle of Wight County, VA",85227
51095,VA,"James City County, VA",103070
51097,VA,"King and Queen County, VA",62180
51099,VA,"King George County, VA",100092
51101,VA,"King William County, VA",82715
51103,VA,"Lancaster County, VA",60857
51105,VA,"Lee County, VA",41573
51107,VA,"Loudoun County, VA",167605
51109,VA,"Louisa County, VA",72569
51111,VA,"Lunenburg County, VA",47660
51113,VA,"Madison County, VA",71697
51115,VA,"Mathews County, VA",73827
51117,VA,"Mecklenburg County, VA",52092
51119,VA,"Middlesex County, VA",68881
51121,VA,"Montgomery County, VA",69668
51125,VA,"Nelson County, VA",66612
51127,VA,"New Kent County, VA",115627
51131,VA,"Northampton County, VA",52783
51133,VA,"Northumberland County, VA",67077
51135,VA,"Nottoway County, VA",50756
51137,VA,"Orange County, VA",81390
51139,VA,"Page County, VA",60061
51141,VA,"Patrick County, VA",49319
51143,VA,"Pittsylvania County, VA",49659
51145,VA,"Powhatan County, VA",105231
51147,VA,"Prince Edward County, VA",57400
51149,VA,"Prince George County, VA",76571
51153,VA,"Prince William County, VA",119051
51155,VA,"Pulaski County, VA",57731
51157,VA,"Rappahannock County, VA",85575
51159,VA,"Richmond County, VA",60180
51161,VA,"Roanoke County, VA",77010
51163,VA,"Rockbridge County, VA",64393
51165,VA,"Rockingham County, VA",72921
51167,VA,"Russell County, VA",49537
51169,VA,"Scott County, VA",43743
51171,VA,"Shenandoah County, VA",65289
51173,VA,"Smyth County, VA",45484
51175,VA,"Southampton County, VA",61246
51177,VA,"Spotsylvania County, VA",96322
51179,VA,"Stafford County, VA",134456
51181,VA,"Surry County, VA",65339
51183,VA,"Sussex County, VA",49340
51185,VA,"Tazewell County, VA",48360
51187,VA,"Warren County, VA",79949
51191,VA,"Washington County, VA",61686
51193,VA,"Westmoreland County, VA",61545
51195,VA,"Wise County, VA",45220
51197,VA,"Wythe County, VA",47257
51199,VA,"York County, VA",111346
51510,VA,"Alexandria city, VA",110115
51520,VA,"Bristol city, VA",43123
51530,VA,"Buena Vista city, VA",51030
51540,VA,"Charlottesville city, VA",67903
51550,VA,"Chesapeake city, VA",87127
51570,VA,"Colonial Heights city, VA",68456
51580,VA,"Covington city, VA",46592
51590,VA,"Danville city, VA",40799
51595,VA,"Emporia city, VA",43496
51600,VA,"Fairfax city, VA",122790
51610,VA,"Falls Church city, VA",142513
51620,VA,"Franklin city, VA",54594
51630,VA,"Fredericksburg city, VA",71217
51640,VA,"Galax city, VA",44706
51650,VA,"Hampton city, VA",64086
51660,VA,"Harrisonburg city, VA",56057
51670,VA,"Hopewell city, VA",53098
51678,VA,"Lexington city, VA",62382
51680,VA,"Lynchburg city, VA",50494
51683,VA,"Manassas city, VA",97722
51685,VA,"Manassas Park city, VA",90816
51690,VA,"Martinsville city, VA",41500
51700,VA,"Newport News city, VA",63350
51710,VA,"Norfolk city, VA",60030
51720,VA,"Norton city, VA",41298
51730,VA,"Petersburg city, VA",42385
51735,VA,"Poquoson city, VA",109549
51740,VA,"Portsmouth city, VA",54843
51750,VA,"Radford city, VA",47892
51760,VA,"Richmond city, VA",58719
51770,VA,"Roanoke city, VA",50425
51775,VA,"Salem city, VA",63676
51790,VA,"Staunton city, VA",61917
51800,VA,"Suffolk city, VA",81858
51810,VA,"Virginia Beach city, VA",83066
51820,VA,"Waynesboro city, VA",58527
51830,VA,"Williamsburg city, VA",67543
51840,VA,"Winchester city, VA",60557
53000,WA,Washington,91255
53001,WA,"Adams County, WA",62410
53003,WA,"Asotin County, WA",65625
53005,WA,"Benton County, WA",85144
53007,WA,"Chelan County, WA",81697
53009,WA,"Clallam County, WA",66693
53011,WA,"Clark County, WA",91149
53013,WA,"Columbia County, WA",62935
53015,WA,"Cowlitz County, WA",71847
53017,WA,"Douglas County, WA",83870
53019,WA,"Ferry County, WA",57064
53021,WA,"Franklin County, WA",77820
53023,WA,"Garfield County, WA",64413
53025,WA,"Grant County, WA",63809
53027,WA,"Grays Harbor County, WA",62258
53029,WA,"Island County, WA",82717
53031,WA,"Jefferson County, WA",69176
53033,WA,"King County, WA",116044
53035,WA,"Kitsap County, WA",93794
53037,WA,"Kittitas County, WA",71737
53039,WA,"Klickitat County, WA",70371
53041,WA,"Lewis County, WA",67954
53043,WA,"Lincoln County, WA",68318
53045,WA,"Mason County, WA",78029
53047,WA,"Okanogan County, WA",58661
53049,WA,"Pacific County, WA",55615
53051,WA,"Pend Oreille County, WA",59332
53053,WA,"Pierce County, WA",92793
53055,WA,"San Juan County, WA",84024
53057,WA,"Skagit County, WA",79118
53059,WA,"Skamania County, WA",82132
53061,WA,"Snohomish County, WA",101440
53063,WA,"Spokane County, WA",69079
53065,WA,"Stevens County, WA",65748
53067,WA,"Thurston County, WA",88560
53069,WA,"Wahkiakum County, WA",70099
53071,WA,"Walla Walla County, WA",66542
53073,WA,"Whatcom County, WA",78796
53075,WA,"Whitman County, WA",54412
53077,WA,"Yakima County, WA",63058
54000,WV,West Virginia,54097
54001,WV,"Barbour County, WV",46302
54003,WV,"Berkeley County, WV",70829
54005,WV,"Boone County, WV",46508
54007,WV,"Braxton County, WV",43328
54009,WV,"Brooke County, WV",61551
54011,WV,"Cabell County, WV",51017
54013,WV,"Calhoun County, WV",43589
54015,WV,"Clay County, WV",42604
54017,WV,"Doddridge County, WV",47755
54019,WV,"Fayette County, WV",48710
54021,WV,"Gilmer County, WV",44938
54023,WV,"Grant County, WV",58150
54025,WV,"Greenbrier County, WV",45137
54027,WV,"Hampshire County, WV",58266
54029,WV,"Hancock County, WV",58077
54031,WV,"Hardy County, WV",53876
54033,WV,"Harrison County, WV",57764
54035,WV,"Jackson County, WV",54735
54037,WV,"Jefferson County, WV",87259
54039,WV,"Kanawha County, WV",55160
54041,WV,"Lewis County, WV",53283
54043,WV,"Lincoln County, WV",43727
54045,WV,"Logan County, WV",42615
54047,WV,"McDowell County, WV",28972
54049,WV,"Marion County, WV",58855
54051,WV,"Marshall County, WV",51934
54053,WV,"Mason County, WV",48077
54055,WV,"Mercer County, WV",43917
54057,WV,"Mineral County, WV",59669
54059,WV,"Mingo County, WV",35761
54061,WV,"Monongalia County, WV",59094
54063,WV,"Monroe County, WV",53154
54065,WV,"Morgan County, WV",56162
54067,WV,"Nicholas County, WV",46757
54069,WV,"Ohio County, WV",60241
54071,WV,"Pendleton County, WV",52553
54073,WV,"Pleasants County, WV",56391
54075,WV,"Pocahontas County, WV",44553
54077,WV,"Preston County, WV",55965
54079,WV,"Putnam County, WV",80034
54081,WV,"Raleigh County, WV",51317
54083,WV,"Randolph County, WV",49362
54085,WV,"Ritchie County, WV",51965
54087,WV,"Roane County, WV",42697
54089,WV,"Summers County, WV",40569
54091,WV,"Taylor County, WV",53972
54093,WV,"Tucker County, WV",50444
54095,WV,"Tyler County, WV",57560
54097,WV,"Upshur County, WV",47035
54099,WV,"Wayne County, WV",52540
54101,WV,"Webster County, WV",40598
54103,WV,"Wetzel County, WV",48563
54105,WV,"Wirt County, WV",43441
54107,WV,"Wood County, WV",57599
54109,WV,"Wyoming County, WV",39892
55000,WI,Wisconsin,71050
55001,WI,"Adams County, WI",54682
55003,WI,"Ashland County, WI",56848
55005,WI,"Barron County, WI",62344
55007,WI,"Bayfield County, WI",63680
55009,WI,"Brown County, WI",72398
55011,WI,"Buffalo County, WI",63969
55013,WI,"Burnett County, WI",57438
55015,WI,"Calumet County, WI",85589
55017,WI,"Chippewa County, WI",74425
55019,WI,"Clark County, WI",63641
55021,WI,"Columbia County, WI",78767
55023,WI,"Crawford County, WI",63862
55025,WI,"Dane County, WI",85189
55027,WI,"Dodge County, WI",69681
55029,WI,"Door County, WI",72296
55031,WI,"Douglas County, WI",66180
55033,WI,"Dunn County, WI",71434
55035,WI,"Eau Claire County, WI",70564
55037,WI,"Florence County, WI",64512
55039,WI,"Fond du Lac County, WI",71206
55041,WI,"Forest County, WI",56118
55043,WI,"Grant County, WI",63247
55045,WI,"Green County, WI",79337
55047,WI,"Green Lake County, WI",66070
55049,WI,"Iowa County, WI",76404
55051,WI,"Iron County, WI",60694
55053,WI,"Jackson County, WI",64344
55055,WI,"Jefferson County, WI",78728
55057,WI,"Juneau County, WI",61904
55059,WI,"Kenosha County, WI",75067
55061,WI,"Kewaunee County, WI",73717
55063,WI,"La Crosse County, WI",70075
55065,WI,"Lafayette County, WI",67311
55067,WI,"Langlade County, WI",57745
55069,WI,"Lincoln County, WI",59637
55071,WI,"Manitowoc County, WI",62910
55073,WI,"Marathon County, WI",70955
55075,WI,"Marinette County, WI",58554
55077,WI,"Marquette County, WI",58197
55078,WI,"Menominee County, WI",51623
55079,WI,"Milwaukee County, WI",58375
55081,WI,"Monroe County, WI",65232
55083,WI,"Oconto County, WI",68127
55085,WI,"Oneida County, WI",62242
55087,WI,"Outagamie County, WI",78808
55089,WI,"Ozaukee County, WI",97778
55091,WI,"Pepin County, WI",69535
55093,WI,"Pierce County, WI",85508
55095,WI,"Polk County, WI",73982
55097,WI,"Portage County, WI",71360
55099,WI,"Price County, WI",53883
55101,WI,"Racine County, WI",72331
55103,WI,"Richland County, WI",67086
55105,WI,"Rock County, WI",67430
55107,WI,"Rusk County, WI",56410
55109,WI,"St. Croix County, WI",97589
55111,WI,"Sauk County, WI",70484
55113,WI,"Sawyer County, WI",60034
55115,WI,"Shawano County, WI",66733
55117,WI,"Sheboygan County, WI",65008
55119,WI,"Taylor County, WI",67544
55121,WI,"Trempealeau County, WI",68184
55123,WI,"Vernon County, WI",67812
55125,WI,"Vilas County, WI",63356
55127,WI,"Walworth County, WI",73723
55129,WI,"Washburn County, WI",59221
55131,WI,"Washington County, WI",90313
55133,WI,"Waukesha County, WI",99525
55135,WI,"Waupaca County, WI",65960
55137,WI,"Waushara County, WI",55982
55139,WI,"Winnebago County, WI",69887
55141,WI,"Wood County, WI",64408
56000,WY,Wyoming,71275
56001,WY,"Albany County, WY",53537
56003,WY,"Big Horn County, WY",59702
56005,WY,"Campbell County, WY",89870
56007,WY,"Carbon County, WY",66225
56009,WY,"Converse County, WY",78015
56011,WY,"Crook County, WY",70196
56013,WY,"Fremont County, WY",55125
56015,WY,"Goshen County, WY",58720
56017,WY,"Hot Springs County, WY",64734
56019,WY,"Johnson County, WY",70067
56021,WY,"Laramie County, WY",71956
56023,WY,"Lincoln County, WY",93044
56025,WY,"Natrona County, WY",70142
56027,WY,"Niobrara County, WY",54573
56029,WY,"Park County, WY",69802
56031,WY,"Platte County, WY",61185
56033,WY,"Sheridan County, WY",70224
56035,WY,"Sublette County, WY",85649
56037,WY,"Sweetwater County, WY",75779
56039,WY,"Teton County, WY",127677
56041,WY,"Uinta County, WY",73072
56043,WY,"Washakie County, WY",60699
56045,WY,"Weston County, WY",67677
